Brand,Vehicle_model,segment,number_of_seats,Vehicle_Range_KM,Vehicle_Efficiency,weight__kg,1-Stop Range,SEC,Battery,Fastcharge,Towing,Cargo,Price/range,Germany_price,Netherland_price,England_price
Peugeot,e 208 51 kWh,B,5,315,153,1530,338,8.2,48.1,76,0,309,124,40875,39170,32400
Tesla,Model S Long RangeTesla,F,5,530,179,2255,561,3.8,95.0,110,0,894,155,79990,81005,74980
Zeekr,001 Long Range RWD,E,5,505,186,2275,547,7.2,94.0,135,1500,599,116,60950,55990,0
Renault,5 E Tech 40kWh,B,5,260,154,1428,188,12.0,40.0,500,500,326,94,24900,24990,20500
Hyundai,INSTER Standard RangeHyundai INSTER,A,4,255,153,1380,266,11.7,39.0,60,0,280,98,23900,24295,23495
Škoda,Enyaq 60 MY25 Skoda,C,5,360,164,2002,416,8.1,59.0,110,1000,585,121,44400,42990,37510
Mazda,6e 78 kWh MY26,D,5,450,171,2090,518,7.9,77.0,135,1500,528,100,0,0,38995
Volvo,XC40 Recharge Single Motor,C,5,400,198,2075,436,7.3,79.0,110,1500,441,131,53000,51495,0
Opel,Mokka ElectricOpel Mokka Electric,B,5,285,178,1615,306,9.0,50.8,79,0,310,124,36740,33999,31005
Leapmotor,C10 RWD 69 9,D,5,355,197,2055,329,7.5,69.9,70,1500,467,107,37600,39050,32750
Lexus,RZ 500e MY26 Lexus,D,5,395,182,2100,431,4.6,72.0,110,1500,522,166,63000,66495,58595
Lexus,RZ 450e MY23 25,D,5,350,183,2130,384,5.6,64.0,100,750,522,183,67890,59995,55595
Polestar,2 MY20 Polestar 2,D,5,390,192,2198,419,4.7,75.0,108,1500,440,150,57900,59800,49900
Alpine,A290 Electric 220 hpAlpine,B,5,305,170,1554,320,6.4,52.0,75,500,326,132,41900,41800,32250
Tesla,Model 3 Long Range,D,5,555,142,1899,654,4.4,79.0,120,1000,682,96,50970,50990,49990
Mercedes,Benz B 250eMercedes Benz,C,5,150,187,1725,106,7.9,28.0,0,0,501,256,39151,42881,28875
Renault,5 E Tech 40kWh,B,5,260,154,1447,269,9.0,40.0,500,500,326,103,27900,27990,21495
Toyota,Urban Cruiser 61 1,B,5,310,193,1935,286,7.4,59.8,60,750,238,136,44280,39795,0
Tesla,Model S P100DTesla Model,F,5,475,200,2316,477,2.7,95.0,100,0,895,311,145420,151020,127750
Volkswagen,ID 3 Pro PerformanceVolkswagen,C,5,350,166,1812,375,7.3,58.0,82,0,385,129,43995,45990,39425
Škoda,Elroq 85x MY26 Skoda,C,5,445,173,2141,493,6.6,77.0,120,1800,470,104,46450,0,0
MG,Cyberster GTMG Cyberster GT,S,2,395,188,2060,409,3.2,74.4,85,0,249,177,69990,70860,60245
Peugeot,e 208 54 kWh,B,5,335,152,1530,362,8.2,50.8,79,0,309,105,37525,33700,29450
Lucid,Air Sapphire MY25 26,F,5,610,193,2495,693,2.0,118.0,0,0,910,414,250000,255000,0
Dacia,Spring Electric 45Dacia Spring,A,4,165,152,1012,151,19.1,25.0,29,0,300,134,22550,21750,0
Polestar,2 Long Range Single,D,5,470,168,2084,525,6.2,79.0,110,1500,446,112,49975,51200,48950
Porsche,TaycanPorsche Taycan Available to,F,5,495,166,2165,622,4.8,82.3,195,0,491,207,101500,107000,86500
Lexus,RZ 350e MY26 Lexus,D,5,400,180,2005,433,7.5,72.0,110,750,522,144,57100,53995,53995
Toyota,bZ4X Touring FWD 74,D,5,395,180,2000,426,7.2,71.0,110,750,600,124,0,48995,0
Hyundai,IONIQ 6 N MY26,D,5,440,182,2166,549,3.2,80.0,205,0,371,172,0,0,65800
Porsche,Macan Electric MY25 Porsche,D,5,495,192,2295,578,5.7,94.9,186,2000,624,165,80700,86000,68500
Tesla,Model X PlaidTesla Model,F,6,465,204,2539,516,2.9,95.0,140,2250,608,280,125970,125990,120000
Opel,Corsa Electric 51 kWh,B,5,315,153,1544,338,8.1,48.1,76,0,267,118,38045,37999,30440
Volkswagen,ID 4 Pure MY24,C,5,285,182,1978,318,9.0,52.0,1,1000,543,141,40335,39990,0
Voyah,Free 106 kWhVoyah Free,E,5,480,208,2415,433,4.4,100.0,80,2000,622,112,0,53990,0
Citroën,ë C3 Urban Range,B,5,175,170,1413,156,11.6,29.8,30,0,310,119,19990,20990,18495
Škoda,Enyaq iV 80x MY21,C,5,425,181,2193,467,6.9,77.0,115,1200,585,126,49050,52690,50805
Tesla,Model X 100DTesla Model,F,7,435,218,2533,434,4.9,95.0,100,2250,,259,115000,117820,91650
Nissan,LEAF e 62 kWh,C,5,340,174,1756,291,6.9,59.0,44,0,420,121,41100,41890,34945
Audi,A6 Avant e tron,E,5,560,169,2370,666,4.5,94.9,186,2100,529,150,81450,81490,76840
Porsche,Macan 4 Electric MY24,D,5,470,202,2405,553,5.2,94.9,186,2000,624,180,84100,88900,69800
Mercedes,Benz EQE 350 MY24,E,5,555,173,2415,597,6.5,96.0,141,750,430,136,71412,75736,68360
Audi,Q6 SUV e tron,D,5,490,194,2275,568,6.6,94.9,186,2000,590,145,68800,71950,63475
BMW,iX2 xDrive30 MY26 BMW,C,5,395,165,2095,429,5.6,65.2,95,1200,525,158,62200,61374,55850
Mercedes,Benz EQE SUV 350,E,5,475,202,2490,503,6.9,96.0,141,750,520,186,86811,91950,75495
Volkswagen,ID 7 Tourer Pro,E,5,470,164,2191,535,6.6,77.0,125,1000,605,117,54905,49990,51795
Tesla,Model S Long Range,F,5,555,177,2255,620,3.8,98.0,125,0,894,156,81990,86005,79980
BMW,iX2 eDrive20 MY23 25,C,5,395,164,1960,427,8.6,64.7,93,750,525,135,49400,51454,51615
Volkswagen,ID Buzz NWB ProVolkswagen,N,6,370,214,2492,405,7.6,79.0,135,1200,1,165,60892,53990,59035
Volvo,ES90 Twin Motor MY26,F,5,535,191,2610,642,5.5,102.0,200,2000,468,168,88990,85995,82750
Lexus,UX 300eLexus UX 300e,C,5,235,191,1860,199,7.5,45.0,32,0,316,198,47550,51995,34770
Mitsubishi,Eclipse Cross 87 kWh,C,5,480,181,1901,479,7.9,87.0,95,1100,545,98,47990,45690,0
Dongfeng,Box 31 4 kWhDongfeng,B,5,190,153,1251,205,12.5,29.0,50,0,326,124,0,23499,0
Volvo,EX90 Twin Motor MY24,F,7,505,212,2754,546,5.9,107.0,150,2200,703,187,91700,88995,89560
XPENG,P7 RWD Long RangeXPENG,E,5,495,167,2095,554,6.7,82.7,138,0,440,102,49600,51188,0
Ford,Explorer Extended Range AWD,C,5,440,180,2167,493,5.3,79.0,135,1200,536,127,52430,52850,53975
Opel,Grandland Electric 73 kWhOpel,C,5,370,197,2207,388,9.0,73.0,1,1200,550,120,46950,45999,35455
Kia,EV6 GTKia EV6 GT,C,5,395,203,2220,488,3.5,80.0,205,1800,500,175,69990,68495,59985
BYD,DOLPHIN SURF 30 kWh,B,4,190,158,1369,199,11.1,30.0,45,0,308,118,22990,22990,18650
Audi,e tron GT quattroAudi,F,4,540,180,2355,700,4.0,97.0,0,0,482,192,108900,99990,88555
Škoda,Elroq RS MY26 Skoda,C,5,455,174,2190,510,5.4,79.0,135,1800,470,117,53050,52490,46560
Mercedes,Benz CLA Shooting Brake,D,5,555,153,2155,720,5.0,85.0,1,1800,556,116,61653,66602,56300
Renault,Kangoo E Tech ElectricRenault,N,5,225,200,1871,221,12.6,45.0,50,1500,950,159,35850,0,0
Opel,Corsa Electric 54 kWh,B,5,335,152,1544,359,8.1,50.8,79,0,267,93,31490,29999,27400
Nissan,LEAF e 62 kWh,C,5,345,171,1756,297,7.3,59.0,44,0,420,112,37550,40290,32945
Volvo,XC40 P8 AWD Recharge,C,5,335,224,2188,348,4.9,75.0,108,1500,450,173,60437,55495,49950
Volkswagen,ID 7 Tourer GTX,E,5,500,172,2336,566,5.5,86.0,145,1800,605,132,64065,64990,59900
Tesla,Model X Plaid MY26,F,6,475,200,2515,531,2.9,95.0,140,2250,608,265,125970,125990,0
Tesla,Model 3 Long Range,D,5,475,155,1801,583,5.3,73.5,163,910,542,114,0,54018,0
Hyundai,Kona Electric 48 kWh,B,5,295,164,1690,288,8.8,48.4,50,300,493,135,41990,36995,34995
Nissan,e NV200 EvaliaNissan e,N,7,170,218,1667,157,14.0,37.0,0,0,2,248,43730,45173,32755
BMW,iX3 MY21 BMW iX3,D,5,385,192,2260,411,6.8,74.0,104,750,510,175,67300,67500,0
Tesla,Model 3 PerformanceTesla Model,D,5,440,167,1931,543,3.7,73.5,163,0,542,145,61480,65595,56490
Ford,Explorer Extended Range AWD,C,5,430,179,2167,471,5.3,77.0,120,1800,532,118,52900,48850,0
Škoda,Enyaq Coupe 85 MY25,C,5,470,164,2140,493,6.7,77.0,120,1000,570,107,51150,47990,44710
Mercedes,Benz EQE 300 MY25,E,5,525,170,2375,570,6.9,89.0,120,750,430,128,67187,67428,0
Volkswagen,ID 7 Pro S,E,5,525,164,2226,600,6.6,86.0,145,1000,532,114,58985,56990,55450
Audi,A6 Avant e tron,E,5,465,163,2185,560,6.0,75.8,150,2100,529,146,64450,65490,64340
MG,MGS5 EV 49 kWhMG,C,5,275,171,1710,309,8.0,47.1,80,750,453,127,37990,33850,28745
MG,MGS6 EV Dual Motor,C,5,390,191,2080,400,5.1,74.3,90,1500,776,127,0,48750,43995
Tesla,Model S P85DTesla Model,F,5,390,207,2262,393,3.3,80.75,95,0,895,300,115000,119000,0
Peugeot,e 2008 MY22 23,B,5,270,171,1623,294,8.5,46.3,78,0,434,146,37900,40070,35150
Smart,3 Brabus MY24 Smart,B,5,350,177,1985,365,3.7,62.0,90,1600,385,145,50990,47995,46460
Maxus,MIFA 9Maxus MIFA 9,N,7,360,233,2485,340,9.2,84.0,103,1000,521,200,68990,0,65290
Porsche,Taycan Turbo SPorsche Taycan,F,5,400,209,2370,504,2.8,83.7,216,0,450,459,189668,196900,142400
Tesla,Model S 85DTesla Model,F,5,420,192,2184,423,4.4,80.75,95,0,895,225,92800,96200,0
Ford,Mustang Mach E ER,D,5,465,189,2160,436,7.0,88.0,750,750,619,120,54475,58575,47580
BMW,i5 eDrive40 Sedan MY25,E,5,480,169,2195,547,6.0,81.2,136,1500,490,157,70200,78608,67705
Toyota,bZ4X FWD 73 1,C,5,385,179,2025,423,7.4,69.0,110,750,452,128,47990,45995,46760
Citroën,C5 Aircross Comfort RangeCitroen,C,5,375,197,2184,389,8.9,73.7,90,1250,565,104,42590,39490,30315
XPENG,P7 AWD Performance MY26,E,5,425,172,2275,563,4.3,73.0,260,1500,573,127,53600,53990,0
Mercedes,Benz EQS 450 Mercedes,F,5,635,170,2480,703,6.2,107.8,173,750,610,179,109551,109090,105610
MG,MG4 Electric XPOWER MY23,C,5,320,193,1878,361,3.8,61.7,115,500,363,139,46990,43970,36745
Volvo,XC40 Recharge Pure Electric,C,5,305,220,2030,325,7.4,67.0,116,1500,450,164,48650,45950,48300
Volvo,XC40 Recharge Pure Electric,C,5,330,203,2023,355,7.4,67.0,116,1500,450,146,45080,46995,45750
Volkswagen,ID 3 Pro S,C,5,465,166,1957,511,7.1,77.0,120,0,385,92,47595,39990,35495
Nissan,LEAF 24 kWh MY14,C,5,135,163,1505,144,11.5,22.0,36,0,370,213,29690,31590,21680
BMW,i3s 120 AhBMW i3s,B,4,230,165,1365,214,6.9,37.9,46,0,260,183,42600,43634,34805
Mini,Aceman EMini Aceman E,B,5,230,167,1720,243,7.9,38.5,60,750,300,160,34900,38990,31800
BMW,i3 94 AhBMW i3,B,4,165,165,1320,170,7.3,27.2,46,0,260,218,36800,38227,28570
Kia,EV9 99 8 kWh,F,7,450,213,2501,502,9.4,96.0,194,900,423,155,64990,68795,65035
Volkswagen,ID 3 GTX MY24,C,5,470,168,1985,526,5.9,79.0,135,0,385,106,47225,51990,0
Toyota,Proace Verso L 75,N,9,265,260,2240,252,13.3,69.0,79,1000,989,219,58195,62070,46595
BMW,i3 60 AhBMW i3,B,4,115,163,1270,133,7.2,18.8,41,0,260,297,34950,35500,27850
XPENG,G9 RWD Long Range,E,5,480,194,2285,592,6.4,93.1,224,1500,731,132,63600,63188,0
Mercedes,Benz EQV 300 LongMercedes,N,7,320,281,2625,297,12.1,90.0,96,0,1,267,62010,88626,92255
Volkswagen,ID 4 GTXVolkswagen ID,C,5,400,193,2239,434,6.3,77.0,115,1200,543,147,53255,61790,52865
Volvo,EX40 Single Motor ER,C,5,400,198,2075,436,7.3,79.0,110,1500,441,135,55490,51995,47705
Volvo,EX90 Twin Motor MY26,F,7,480,213,2725,567,5.5,102.0,200,2200,703,204,96190,94495,89560
Polestar,2 Long Range Single,D,5,475,166,2084,527,6.2,79.0,110,1500,448,112,52690,51200,48950
Nissan,Micra Extended Range 52,B,5,330,158,1527,345,8.0,52.0,500,500,326,98,32990,34590,25495
Porsche,Taycan PlusPorsche Taycan Plus,F,5,575,169,2245,750,4.8,97.0,267,0,491,186,107224,113044,88200
Renault,Zoe Q210Renault Zoe Q210,B,5,140,166,1503,148,13.5,23.3,33,0,338,134,0,20990,14495
Volkswagen,e GolfVolkswagen e Golf,C,5,125,164,1585,133,10.4,20.5,41,0,380,270,34900,36190,26345
Mercedes,Benz EQS SUV 450,F,7,530,223,2840,543,6.1,118.0,160,1800,645,247,114609,129660,129480
Hyundai,IONIQ 9 Long Range,F,7,505,210,2549,575,9.4,106.0,195,1600,426,139,68500,67995,64995
Porsche,Taycan 4SPorsche Taycan 4S,F,5,395,180,2215,507,4.0,71.0,0,0,491,272,108867,114200,86500
Ford,Capri Standard Range RWD,D,5,350,166,2001,377,8.0,58.0,1,1000,572,119,42400,40850,0
Audi,Q4 e tron 35Audi,C,5,285,182,1965,301,9.0,52.0,0,0,520,173,44700,52105,44690
Dacia,Spring Electric 65Dacia Spring,A,4,160,156,1032,149,13.7,25.0,29,0,343,119,18900,19950,15995
Audi,A6 Sportback e tron,E,5,485,156,2175,587,6.0,75.8,150,2100,529,137,62800,63990,62540
Leapmotor,B10 56 2 kWhLeapmotor,C,5,305,180,1855,350,8.0,55.0,750,750,430,95,29900,27995,0
Volkswagen,ID 4 1stVolkswagen ID,C,5,410,188,2124,436,8.5,77.0,125,1000,543,116,48691,47355,40800
BMW,iX M60BMW iX M60,E,5,485,217,2659,515,3.8,105.2,149,2500,500,285,136100,137041,122775
Volkswagen,ID 4 ProVolkswagen ID,C,5,410,188,2123,436,10.4,77.0,125,1000,543,126,0,51990,44605
Ford,Explorer Standard Range RWD,C,5,305,170,1908,338,8.7,52.0,85,1000,536,141,42500,40350,39875
Renault,Scenic E Tech EV60,C,5,340,176,1822,363,8.6,60.0,87,1100,545,117,40400,39490,0
Smart,1 Brabus MY23 Smart,B,5,325,191,1975,350,3.9,62.0,90,1600,328,152,48990,47500,44960
NIO,ET7 Standard RangeNIO ET7,F,5,415,177,2434,456,3.8,73.5,110,2000,363,201,81900,84900,0
Audi,S6 Avant e tron,E,5,530,179,2410,628,3.9,94.9,186,2100,529,199,101150,101490,99340
Subaru,Solterra AWD 73 1,C,5,375,184,2025,407,5.1,69.0,110,1500,421,130,0,48900,0
Tesla,Model X Long RangeTesla,F,7,440,216,2505,463,4.6,95.0,110,2250,,206,85990,90005,82980
Kia,EV4 Hatchback 58 3,C,5,340,162,1805,364,7.4,55.0,80,500,435,111,37590,37695,33195
Volkswagen,ID Buzz ProVolkswagen ID,N,5,345,223,2459,368,10.2,77.0,115,1000,1,183,64581,56990,59035
Mini,Aceman SEMini Aceman SE,B,5,290,170,1785,308,7.1,49.2,75,750,300,141,39550,40990,36300
DS,Automobiles N 8 FWD,D,5,545,178,2255,566,7.8,97.2,135,1200,620,115,63200,62200,54690
Volkswagen,ID 4 GTX MY26,C,5,435,182,2248,485,5.4,79.0,135,1800,543,129,53255,54990,52245
GWM,ORA 03 48 kWhGWM,C,5,260,175,1615,247,8.3,45.4,45,0,228,123,26990,0,31995
Opel,Grandland Electric 97 kWhOpel,C,5,490,198,2255,498,8.8,96.9,135,1150,550,104,51750,49999,0
Lotus,EletreLotus Eletre Discontinued March,F,5,495,220,2565,604,4.5,109.0,259,2250,657,202,96990,98690,90805
Tesla,Model S PerformanceTesla Model,F,5,535,183,2307,595,2.8,98.0,125,0,894,194,98990,103005,94980
Mini,Cooper JCWMini Cooper JCW,B,4,290,170,1730,308,5.9,49.2,75,0,200,156,40650,50490,39000
Volkswagen,e Up Volkswagen e,A,4,205,158,1235,188,11.9,32.3,30,0,250,118,21421,25850,22055
Smart,3 Premium MY24 Smart,B,5,355,175,1885,380,5.8,62.0,90,1600,385,128,46490,43155,40660
CUPRA,Born 170 kW 59,C,5,360,164,1841,416,6.7,59.0,110,0,385,107,41450,34990,34190
Mercedes,Benz EQE 350 MY22,E,5,525,173,2355,572,6.4,90.6,141,750,430,153,70626,82028,76450
Tesla,Model Y Long Range,D,5,455,165,2072,535,4.3,75.0,124,1600,971,142,61970,61990,60990
Suzuki,e VITARA 61 kWh,B,5,310,193,1935,286,7.4,59.8,60,750,238,126,39490,36995,34999
Polestar,5 PerformancePolestar 5 Performance,F,4,530,200,2465,637,3.2,106.0,210,1800,427,256,141600,145300,104900
Škoda,Enyaq 85x MY26 Skoda,C,5,455,169,2186,501,6.7,77.0,120,1800,585,113,51500,0,0
KGM,Musso EV 4WD MY26,N,5,360,224,2385,351,8.0,80.6,100,2300,907,131,45990,48294,0
Mazda,MX 30Mazda MX 30,C,5,170,176,1720,159,9.7,30.0,34,0,366,198,34490,33140,29150
Audi,Q6 SUV e tron,D,5,395,192,2200,459,7.0,75.8,150,2000,590,167,63500,65950,59975
MG,ZS EV Standard RangeMG,B,5,265,185,1645,257,8.6,49.0,50,500,448,133,33990,36650,30495
Renault,Kangoo Maxi ZE 33Renault,N,5,160,194,1630,115,22.4,31.0,0,0,1,236,38000,38801,31680
Volkswagen,ID 4 Pure MY26,C,5,285,182,1975,318,9.0,52.0,1,1000,543,142,40335,39990,35495
Volkswagen,ID 7 Pro MY26,E,5,475,162,2180,541,6.5,77.0,125,1000,532,114,54105,48990,51005
Polestar,2 Long Range Dual,D,5,455,174,2183,509,4.5,79.0,110,1500,448,127,56990,55200,53160
Volkswagen,ID 7 Tourer Pro,E,5,470,164,2191,535,6.6,77.0,125,1000,605,117,54795,49990,52240
Volvo,C40 Recharge Twin Motor,C,5,400,198,2185,438,4.7,79.0,110,1800,450,154,61400,61495,53605
BMW,iX2 xDrive30 MY23 25,C,5,385,168,2095,414,5.6,64.7,93,1200,525,159,56500,60989,57445
Nissan,Ariya 63kWhNissan Ariya 63kWh,C,5,335,188,1980,340,7.5,63.0,70,750,468,124,43490,42690,33500
Polestar,2 Standard Range Single,D,5,375,176,2013,414,7.4,66.0,116,1500,440,129,47295,48200,43150
XPENG,G9 AWD Performance MY24,E,5,465,200,2415,577,3.9,93.1,224,1500,731,156,71600,73188,0
Mercedes,Benz EQB 350 4MATICMercedes,C,7,345,193,2165,357,6.2,66.5,100,1700,495,187,58197,69728,56810
Nissan,LEAF Standard Range 52,C,5,320,163,1889,344,8.6,52.0,71,975,437,112,37000,38000,28250
Subaru,Uncharted 77 kWh MY26,C,5,420,171,1915,455,7.3,72.0,110,750,404,102,0,42900,0
NIO,EL6 Long RangeNIO EL6,E,5,435,207,2398,471,4.5,90.0,135,1200,579,174,74500,76900,0
BMW,i5 eDrive40 Touring MY25,E,5,465,175,2255,529,6.1,81.2,136,1500,570,167,72200,80665,69955
Renault,Zoe R110Renault Zoe R110,B,5,250,164,1575,182,11.4,41.0,0,0,338,132,35900,35090,24320
Škoda,CITIGOe iVSkoda CITIGOe iV,A,4,205,158,1235,188,12.3,32.3,30,0,250,110,24534,23290,17455
DS,Automobiles N 8 AWD,D,5,530,183,2364,552,5.4,97.2,135,1400,620,139,75000,73600,63290
MG,IM6 PerformanceMG IM6 Performance,D,5,440,219,2410,554,3.5,96.5,250,0,697,133,0,0,50995
Tesla,Model X AWD MY26,F,7,490,194,2423,544,3.9,95.0,140,2300,608,237,115970,115990,0
Kia,EV9 99 8 kWh,F,7,425,226,2648,471,5.3,96.0,194,2500,385,193,82380,78795,73285
Porsche,Macan Electric MY26 Porsche,D,5,495,192,2295,578,5.7,94.9,186,2000,624,166,81200,86000,68600
Mini,Cooper SEMini Cooper SE,B,4,180,161,1440,183,7.3,28.9,44,0,211,179,32500,35170,25100
Tesla,Model X Dual MotorTesla,F,7,485,196,2415,539,3.9,95.0,140,2300,608,242,115970,115990,105000
Mercedes,Benz EQA 250Mercedes Benz,C,5,395,168,2040,405,8.6,66.5,100,750,340,137,50777,57618,0
Audi,Q6 Sportback e tron,D,5,510,186,2275,595,6.6,94.9,186,2000,575,144,71200,73990,65975
Volvo,EX40 Single Motor MY25,C,5,345,194,2040,378,7.3,67.0,100,1500,441,144,49990,45995,45955
Toyota,C HR 77 kWh,C,5,385,187,2080,417,5.2,72.0,110,1500,416,136,53990,50995,0
Mini,Countryman SE ALL4 MY26,C,5,385,169,2075,410,5.6,65.2,93,1200,460,110,43320,45490,32755
Volkswagen,ID 5 Pro MY24,C,5,460,167,2130,508,6.7,77.0,120,1000,549,117,48970,53990,50940
Škoda,Enyaq RS MY26 Skoda,C,5,460,172,2236,520,5.4,79.0,135,1800,585,125,58600,53490,51960
Alfa,Romeo Junior Elettrica 54,B,5,320,159,1620,343,9.0,50.8,79,0,400,122,39500,39000,33895
BMW,i4 M50BMW i4 M50,D,5,450,181,2290,514,3.9,81.3,130,1600,470,173,72100,77999,72375
VinFast,VF 6 EcoVinFast VF,D,5,315,189,2050,322,10.3,59.6,90,0,,113,34990,36020,0
BMW,i3 94 AhBMW i3,B,4,165,165,1320,170,7.3,27.2,46,0,260,226,37550,40412,29570
Maserati,GranTurismo FolgoreMaserati GranTurismo Folgore,F,4,420,198,2335,531,2.7,83.0,217,0,270,480,198212,199250,179950
Volkswagen,ID 7 Tourer GTX,E,5,500,172,2339,570,5.5,86.0,145,1200,605,138,63955,71490,62670
Kia,EV6 Standard Range 2WDKia,C,5,345,174,1955,425,8.7,60.0,150,750,542,131,44990,44995,39235
Zeekr,7X Core RWD MY25,D,5,380,189,2395,492,6.0,72.0,2,2000,605,145,55950,53990,0
Volvo,EX30 Cross Country MY26,B,5,335,194,1960,368,3.7,65.0,112,1600,325,164,57290,52995,46995
BMW,i4 xDrive40BMW i4 xDrive40,D,5,495,164,2260,563,5.1,81.3,130,1600,470,132,64100,66871,0
Cadillac,LYRIQ 600 E4 MY24,E,5,460,222,2774,492,5.3,102.0,165,1587,793,180,83000,0,0
Opel,Corsa Electric 50 kWh,B,5,290,160,1544,318,8.7,46.3,78,0,267,102,29990,28999,26005
Opel,Astra Electric 58 kWh,C,5,345,161,1733,361,9.3,55.4,75,0,352,108,37990,36499,0
Citroën,C ZeroCitroen C Zero,A,4,85,171,1140,101,15.9,14.5,30,0,166,252,21800,22360,17520
Polestar,3 Long Range Dual,E,5,515,208,2654,555,5.0,107.0,2,2200,516,168,85590,86950,75900
Citroën,ë C4Citroen e C4,C,5,285,162,1646,311,9.9,46.3,78,0,380,114,31900,35215,26150
Ford,e Tourneo CourierFord e,N,5,200,218,1724,216,11.0,43.6,80,750,,176,35999,0,29940
Volkswagen,ID 7 GTX MY26,E,5,500,172,2325,572,5.5,86.0,145,1800,532,130,63265,63990,59110
Ford,Focus ElectricFord Focus Electric,C,5,105,186,1700,75,11.4,19.55,0,0,237,358,39990,39990,28500
Volkswagen,ID 3 Pure PerformanceVolkswagen,C,5,275,164,1772,252,8.9,45.0,45,0,385,116,31960,32190,27120
Mercedes,Benz EQS 450 4MATICMercedes,F,5,655,180,2655,704,5.7,118.0,160,1700,620,185,113359,117622,115920
Hongqi,EH7 111 kWh Long,E,5,550,173,2390,668,5.8,95.3,210,1000,468,107,0,58995,0
Jaguar,I Pace EV400Jaguar I,D,5,380,223,2208,360,4.8,84.7,85,750,505,205,77300,81800,64495
Volkswagen,ID 3 Pro SVolkswagen,C,4,450,171,1934,488,7.9,77.0,115,0,385,96,41995,0,38800
Mercedes,Benz EQS 580 4MATICMercedes,F,5,640,184,2655,682,4.4,118.0,160,1700,620,245,141705,172072,0
Peugeot,e 2008 MY20 21,B,5,260,178,1623,285,8.5,46.3,78,0,434,143,35450,40930,30730
XPENG,G6 RWD Standard Range,D,5,365,179,2100,439,6.9,65.34,140,1500,571,123,43600,44990,39990
BMW,i7 eDrive50BMW i7 eDrive50,F,5,520,196,2595,572,5.5,101.7,159,0,500,227,115700,122463,100205
Jeep,Compass Electric 74 kWhJeep,C,5,370,199,2185,387,8.5,73.7,90,1000,550,124,50400,44995,36999
Mercedes,Benz EQV 300 LongMercedes,N,7,310,290,2635,285,12.1,90.0,96,0,1,276,71626,83617,87995
Škoda,Enyaq 85x MY24 Skoda,C,5,440,175,2213,485,6.6,77.0,120,1200,585,122,51150,0,48605
Volvo,XC40 Recharge Twin Motor,C,5,385,205,2170,414,4.8,79.0,110,1800,441,155,59950,59995,51755
BMW,i5 M60 xDrive Sedan,E,5,420,193,2380,479,3.8,81.2,136,2000,490,255,99500,109463,97745
Tesla,Model S P90DTesla Model,F,5,415,206,2262,408,3.3,85.5,90,0,895,292,120300,122400,0
Alpine,A390 GTSAlpine A390 GTS,D,5,470,189,2196,516,3.9,89.0,140,1350,532,168,77000,80000,69390
Volvo,XC40 Recharge Single Motor,C,5,340,194,2040,367,7.3,66.0,116,1500,441,144,47500,45995,46505
Volkswagen,ID Buzz LWB GTX,N,7,380,226,2758,425,6.5,86.0,145,1600,1,196,74928,70990,67795
Volkswagen,ID 4 GTX MY24,C,5,420,183,2256,460,5.4,77.0,120,1200,543,139,53255,59490,53865
Renault,Megane E Tech EV60,C,5,380,158,1725,410,10.5,60.0,87,500,440,96,0,36490,0
CUPRA,Born 150 kW 59,C,5,360,164,1842,416,7.7,59.0,110,0,385,101,40450,31990,0
Tesla,Model X 75DTesla Model,F,7,335,216,2427,336,5.2,72.5,80,2250,,283,93500,99670,79400
Hongqi,E HS9 84 kWhHongqi,F,5,320,239,2580,334,6.5,76.5,112,1500,438,219,0,69995,0
Jaguar,I Pace EV400Jaguar I,D,5,380,223,2226,354,4.8,84.7,85,750,532,235,92400,95450,69995
NIO,EL8 Long RangeNIO EL8,F,6,440,205,2633,524,4.1,90.0,190,2000,265,232,103900,99900,0
Volkswagen,e Up Volkswagen e,A,4,95,168,1214,104,12.4,16.0,30,0,250,269,26900,25770,20780
Mercedes,Benz EQE 350 MY25,E,5,555,173,2415,597,6.1,96.0,141,750,430,132,71412,75051,0
MG,MG4 Premium Extended Range,C,5,440,169,1755,470,6.2,74.4,110,500,388,86,0,0,32995
Lotus,Emeya 600Lotus Emeya 600,F,5,520,190,2555,693,4.2,98.9,328,2250,543,204,107990,111995,84990
Kia,Soul EVKia Soul EV,B,5,155,174,1565,162,11.2,27.0,40,0,281,199,28890,34455,25495
Nissan,LEAF 30 kWh MY15,C,5,170,165,1538,173,11.5,28.0,45,0,370,191,33960,33590,25825
Tesla,Model S 75Tesla Model,F,5,380,191,2102,386,4.6,72.5,80,0,895,189,69970,81285,55880
Mini,Countryman SE ALL4 MY24,C,5,365,177,2075,389,5.6,64.7,93,1200,460,125,49500,49490,32755
Polestar,2 Standard Range Single,D,5,405,165,2020,454,6.4,67.0,100,1500,448,120,48990,44950,45160
Lexus,UX 300eLexus UX 300e,C,5,340,188,1850,291,7.5,64.0,35,0,316,135,0,0,39995
Mercedes,Benz EQS SUV 580,F,7,530,223,2845,543,4.7,118.0,160,1800,645,303,147923,173825,139480
Peugeot,e 208 50 kWh,B,5,295,157,1530,321,9.0,46.3,78,0,309,124,35975,35870,32650
CUPRA,Born 170 kW 77,C,5,460,167,1969,512,7.0,77.0,0,0,385,99,47250,41990,41795
Lightyear,0Lightyear 0 Discontinued November,F,5,550,109,1575,535,10.0,60.0,0,0,640,548,297500,302500,265000
